Spanning Tree Edges
r31.millennium.berkeley.edu:23048, 47, 2007-Dec-14, 02:57:12.733982
r31.millennium.berkeley.edu:23048, 49, 2007-Dec-14, 02:57:12.736834
r10.millennium.berkeley.edu:23053, 53, 2007-Dec-14, 02:57:15.163008
r10.millennium.berkeley.edu:23053, 54, 2007-Dec-14, 02:57:15.165279
r34.millennium.berkeley.edu:23051, 51, 2007-Dec-14, 02:57:21.677228
r15.millennium.berkeley.edu:23032, 1, 2007-Dec-14, 02:57:10.066412
r34.millennium.berkeley.edu:23051, 52, 2007-Dec-14, 02:57:21.680096
r15.millennium.berkeley.edu:23032, 3, 2007-Dec-14, 02:57:10.069236
r15.millennium.berkeley.edu:23032, 31, 2007-Dec-14, 02:57:10.071939
r15.millennium.berkeley.edu:23032, 33, 2007-Dec-14, 02:57:10.074647
r17.millennium.berkeley.edu:23034, 1, 2007-Dec-14, 02:57:10.38593
r17.millennium.berkeley.edu:23034, 34, 2007-Dec-14, 02:57:10.388727
r29.millennium.berkeley.edu:23046, 44, 2007-Dec-14, 02:57:12.528571
r17.millennium.berkeley.edu:23034, 35, 2007-Dec-14, 02:57:10.39142
r11.millennium.berkeley.edu:23028, 27, 2007-Dec-14, 02:57:09.605625
r14.millennium.berkeley.edu:23031, 30, 2007-Dec-14, 02:57:09.873098
r30.millennium.berkeley.edu:23021, 20, 2007-Dec-14, 02:56:54.235244
r29.millennium.berkeley.edu:23046, 45, 2007-Dec-14, 02:57:12.531412
r23.millennium.berkeley.edu:23040, 40, 2007-Dec-14, 02:57:11.44285
r14.millennium.berkeley.edu:23031, 31, 2007-Dec-14, 02:57:09.875942
r11.millennium.berkeley.edu:23028, 28, 2007-Dec-14, 02:57:09.608498
r30.millennium.berkeley.edu:23021, 22, 2007-Dec-14, 02:56:54.238055
r29.millennium.berkeley.edu:23046, 47, 2007-Dec-14, 02:57:12.534123
r23.millennium.berkeley.edu:23040, 41, 2007-Dec-14, 02:57:11.445774
r14.millennium.berkeley.edu:23031, 32, 2007-Dec-14, 02:57:09.878673
r11.millennium.berkeley.edu:23028, 29, 2007-Dec-14, 02:57:09.611235
r14.millennium.berkeley.edu:23031, 33, 2007-Dec-14, 02:57:09.881406
r32.millennium.berkeley.edu:23049, 49, 2007-Dec-14, 02:57:12.941156
r32.millennium.berkeley.edu:23049, 50, 2007-Dec-14, 02:57:12.943982
r32.millennium.berkeley.edu:23049, 51, 2007-Dec-14, 02:57:12.946692
r27.millennium.berkeley.edu:23018, 17, 2007-Dec-14, 02:56:52.534219
r32.millennium.berkeley.edu:23049, 47, 2007-Dec-14, 02:59:12.997732
r27.millennium.berkeley.edu:23018, 18, 2007-Dec-14, 02:56:52.53702
r32.millennium.berkeley.edu:23049, 48, 2007-Dec-14, 02:59:13.030575
r27.millennium.berkeley.edu:23018, 19, 2007-Dec-14, 02:56:52.539707
r32.millennium.berkeley.edu:23049, 46, 2007-Dec-14, 02:59:13.056726
r24.millennium.berkeley.edu:23041, 41, 2007-Dec-14, 02:57:11.547397
r24.millennium.berkeley.edu:23041, 42, 2007-Dec-14, 02:57:11.550253
